código;descrição;estação;Rack;linha;coluna
59132;BOTI BABY COL LUA RPCK 100ml;rua 6;Rack 1;6;O
58236;CBEM LOC DES HID CPO NUV/ALEGRIA 400ml;RUA 04;Rack 13;1;G
58239;CBEM SAB BARRA NUV/ALEGRIA 4x80g;RUA 04;Rack 4;3;J
85936;HER CODE OL MASS CPO TOUCH 150ml;RUA 04;Rack 11;4;A
87491;BOTIK GEL LIMP F MCL AC MAND/SAL V2 150g;RUA 05;Rack 4;3;A
87476;QDB BAT LIQ CR DOS SONHOS MARRONZ V2 4ml;rua 6;Rack 1;6;P
86757;NSPA SAB LIQ PERF AMEIXA NEGRA V2 250ml;RUA 05;Rack 2;4;A
86757;NSPA SAB LIQ PERF AMEIXA NEGRA V2 250ml;rua 6;Rack 2;4;B
86754;REF NSPA SAB LIQ PERF ORQ/NOIRE V2 200ml;RUA 02;Rack 3;2;D
86765;NSPA LOC DES HID CP FIRM QUINOA V3 400ml;RUA 01;Rack 8;1;G
87478;BOTIK GEL LIMP FAC VITAM C V2 200g;rua 6;Rack 1;6;Q
55652;MEN DES ANTIT AER NBA 150ml;RUA 04;Rack 9;1;C
58119;SIAGE SHAMP NUTRI AC/COMPLEX 250ml;RUA 01;Rack 7;1;C
58120;SIAGE COND NUTRI AC/COMPLEX 200ml;RUA 01;Rack 6;3;D
58121;SIAGE MASC CAP NUTRI AC/COMPLEX 250g;RUA 01;Rack 7;1;E
58122;SIAGE FIN CAP NUTRI AC/COMPLEX 100ml;RUA 01;Rack 9;4;A
58210;CJ SCH SIAGE NUT AC/COM SH/C/M VDA 3x7ml;rua 6;Rack 1;14;C
88336;CATALOGO OUI EDIC 05/2025 C15 A C17;CATALAGO;Rack 1;1;B
86988;LIZ CREM DES HID CPO AURA 250g;RUA 02;Rack 4;1;D
87272;NSPA DES COL BDY SPLSH UVA MERLOT 200ml;RUA 01;Rack 5;2;E
87915;LILY SERUM LEAVE CAP ACET V2 100ml;RUA 03;Rack 2;4;D
87442;EUD MAKE BAT LIQ MAT SUPR ROSAD/SUAV 4ml;RUA 03;Rack 6;3;D
87918;LILY COND ACET V2 250ml;rua 6;Rack 1;14;D
87920;LILY SHAMP ACET V2 250ml;RUA 05;Rack 1;3;I
79363;EUD MAKE BAT LIQ MAT SUPR FUCSIA/VAL 4ml;RUA 03;Rack 5;2;A
88006;MATCH COND LOIRO REPARADO V2 280ml;RUA 04;Rack 10;2;G
88007;MATCH COND SCIENCE CRESCIMENTO V2 280ml;rua 6;Rack 1;6;S
88008;MATCH SHAMP SCIENCE CRESCIMENTO V2 300ml;RUA 05;Rack 2;1;E
88008;MATCH SHAMP SCIENCE CRESCIMENTO V2 300ml;rua 6;Rack 1;6;T
79364;EUD MAKE BAT LIQ MAT SUPR BORD/AVEL 4ml;RUA 03;Rack 5;6;C
88027;NSPA DES COL BDY SPLSH M/RUBY V2 200ml;RUA 02;Rack 3;1;G
79365;EUD MAKE BAT LIQ MAT SUPR VERM/AMBAR 4ml;RUA 03;Rack 5;3;H
87925;INTENSE BAT MAT 330 V8 3,8g;RUA 03;Rack 5;12;H
87927;INTENSE BAT MAT 235 V3 3,8g;RUA 03;Rack 6;6;G
88003;MATCH COND LISO PROLONGADO V2 280ml;RUA 04;Rack 10;1;H
88009;MAKE B BAT LIQ MAT AC/POL ULT/BRW V2 5ML;RUA 03;Rack 4;7;I
88010;MAKE B BAT LIQ MAT AC/POL DARK/RG V2 5ml;RUA 03;Rack 3;4;X
87916;NSPA CR ANTIS P/MAOS FPS15 QUINOA V3 75g;RUA 03;Rack 8;3;A
87773;QUASAR DES COL RUSH V3 100ml;RUA 04;Rack 1;2;A
86895;LILY DES COL LEAU/LILY BLANCHE 75ml;RUA 01;Rack 6;3;B
86897;LILY DES COL LEAU/LILY BLANCHE PRM 10ml;sala A;Rack 1;2;Q
87135;INSTANCE LOC DES HID CPO OBS/BAUN 400ml;RUA 02;Rack 5;4;D
87135;INSTANCE LOC DES HID CPO OBS/BAUN 400ml;RUA 04;Rack 5;2;J
87128;INSTANCE LOC DES HID CPO FR/VERM 180ml;rua 6;Rack 1;6;U
87136;REF INSTANCE LOC DES H CP OBS/BAUN 350ml;RUA 02;Rack 1;2;F
87137;INSTANCE LOC DES HID CPO OBS/BAUN 180ml;RUA 04;Rack 2;3;J
87256;INSTANCE SAB LIQ CPO OBS/BAUN 400ml;RUA 04;Rack 3;1;B
88065;INSTANCE SAB BARRA SORTIDO 4x80g;RUA 04;Rack 3;2;J
87762;QDB PLT MULTIF TO NO GLOW 14,2g;RUA 03;Rack 3;4;W
88335;QDB BOLSA MENINAS SUPERPODEROSAS PES;SALA G;Rack 3;4;A
87268;MAKE B PLT MULTIF READY 45,2g;SALA G;Rack 3;2;H
88016;MAKE B BAT LIQ MAT AC/POL BRW/WIN V2 5ML;RUA 03;Rack 6;4;F
88017;MAKE B BAT LIQ MAT AC/POL RED/BOO V2 5ml;RUA 03;Rack 5;8;C
88019;BOTICA 214 EDP DARK MINT V3 90ML;RUA 01;Rack 8;4;D
59581;MATCH MASC CAP NUTR/REGEN V2 250g;RUA 04;Rack 13;3;E
88129;BOTIK SRUM FAC A/P PREENCH AC/H PRM 10ml;sala A;Rack 1;2;R
87321;CBEM SAB LIQ ESF CPO AMORUDA 200ml;RUA 05;Rack 2;2;H
86167;ESTJ LILY JUMBO REG/25;SALA G;Rack 4;2;N
59549;EUD K/M DES COL PLEASE 50ml;RUA 01;Rack 9;2;A
59549;EUD K/M DES COL PLEASE 50ml;RUA 04;Rack 5;2;C
88872;COLEC CANISTER BOTICARIO MAES 25 UNIT;SALA G;Rack 3;1;H
87771;MAKE B BLUSH COMP BERRY MINI PRM 1,5g;rua 6;Rack 1;6;W
87224;CLUB 6 LOC DES HID CPO SPOTLIGHT 200ml;RUA 03;Rack 1;1;B
85293;ESTJ HER CODE AMOR/25;SALA G;Rack 4;2;O
59701;DR BOTICA MOCHILA PES;RUA 05;Rack 4;3;F
59701;DR BOTICA MOCHILA PES;SALA G;Rack 3;8;G
87101;MAKE B BALM LAB N/PEEL LIP/CHRO INC 3,6g;rua 6;Rack 1;6;X
87102;MAKE B BALM LAB CLR/REP LIP/CHR RED 3,6g;RUA 03;Rack 4;12;Q
58813;MAKE B BALM LAB NIGH/PLUMP LIP/CHRO 3,6g;RUA 03;Rack 3;5;T
86166;MAKE B BALM LAB NIGHT MASK LIP/CHRON 9g;rua 6;Rack 1;6;Y
59877;BOTIK CR MULTR FAC CIC/PANT/CER PRM 10g;rua 6;Rack 1;6;Z
85285;INSTANCE GELEIA ESF CPO FR/VERM 180g;RUA 03;Rack 1;4;G
85306;INSTANCE SAB LIQ INT FR/VERM RPCK 180ml;RUA 03;Rack 1;2;E
85306;INSTANCE SAB LIQ INT FR/VERM RPCK 180ml;RUA 04;Rack 10;3;C
85308;INSTANCE SAB BARRA KARITE RPCK 4x80g;RUA 04;Rack 9;3;B
87126;INSTANCE LOC DES H CP FR/VERM RPCK 400ml;RUA 02;Rack 4;1;G
87127;REF INSTANC LOC DES H CP F/V RPCK 350ml;RUA 03;Rack 1;4;D
87131;INSTANCE LOC DES HID CP KARIT RPCK 400ml;RUA 02;Rack 2;1;C
87132;REF INSTANC LOC DES H CPO KAR RPCK 350ml;RUA 02;Rack 3;4;A
87143;INSTANCE LOC D H CPO CER/AMEN RPCK 400ml;rua 6;Rack 1;14;E
87145;INSTANCE LOC DES H CP CER/AM RPCK 180ml;RUA 04;Rack 8;3;F
87152;INSTANCE LOC DES H CP MARAC RPCK 400ml;RUA 04;Rack 1;1;I
87153;REF INSTANC LOC D H CPO MARAC RPCK 350ml;RUA 03;Rack 2;1;G
87154;INSTANCE LOC DES H CP MARAC RPCK 180ml;RUA 04;Rack 10;2;A
87154;INSTANCE LOC DES H CP MARAC RPCK 180ml;rua 6;Rack 1;14;V
87155;INSTANCE LOC DES H CP AMEI/PR RPCK 400ml;RUA 04;Rack 3;3;D
87175;REF INSTANC LOC D H C AMEI/PR RPCK 350ml;RUA 03;Rack 1;2;A
87157;INSTANCE LOC DES HID CPO ROSAS 400ml;RUA 04;Rack 13;4;D
87257;INSTANCE SAB LIQ MAOS FR/VERM RPCK 400ml;RUA 04;Rack 2;3;E
87257;INSTANCE SAB LIQ MAOS FR/VERM RPCK 400ml;RUA 04;Rack 2;4;G
87259;INSTANCE SAB LIQ MAOS KARITE RPCK 400ml;RUA 05;Rack 3;1;F
87262;REF INSTANC LOC DES HID CPO ROSAS 350ml;RUA 03;Rack 1;1;F
85369;INSTANCE SAB BARR FR/VERM RPCK 4x80g;RUA 04;Rack 1;4;J
85312;INSTANCE SAB BARR CER/AMEND RPCK 4x80g;RUA 04;Rack 8;2;G
85313;INSTANCE SAB BARR MARACUJA RPCK 4x80g;RUA 04;Rack 11;4;E
85311;INSTANC OL BIF D H CPO CER/AM RPCK 200ml;RUA 03;Rack 1;1;D
87308;NIINA SECRETS KIT PINCEIS P/OLHOS;RUA 03;Rack 11;1;G
88740;QDB ILUM FAC CR HOGWARTS POM/OUR/DOUR 5g;RUA 03;Rack 6;5;G
88741;QDB DELIN LIQ OLH HOGW EXPECTO/PATR 7ml;RUA 03;Rack 5;6;E
88742;QDB DELIN LIQ OLH HOGWARTS EXPELLIAR 7ml;RUA 03;Rack 5;8;I
88219;OUI CR DES HID CPO JD/GR/ROS V2 400ML;RUA 04;Rack 5;2;I
85314;INSTANCE OLEO BIF CPO ROSAS 200ml;RUA 03;Rack 2;1;E
85353;INSTANCE SAB VEGT BARR PERF ROSAS 4x80g;RUA 04;Rack 8;4;F
85395;INSTANCE SAB BARR AMEIXA/PRALINE 4x80g;RUA 05;Rack 1;2;E
85395;INSTANCE SAB BARR AMEIXA/PRALINE 4x80g;RUA 05;Rack 1;3;F
85955;INSTANCE CALDA BNH AMEIX/PRAL RPKC 180ml;RUA 03;Rack 1;2;G
85712;QDB PLT DUO SOMBRAS 3g;RUA 03;Rack 5;10;B
80835;EUD MAKE ESPONJA MAQ PU;RUA 03;Rack 11;1;U
58845;CLUB 6 DES COL SPOTLIGHT 95ml;RUA 04;Rack 9;4;F
88023;LILY CR D H CP BNH LEAU/LILY BLANC 200ml;RUA 02;Rack 1;2;E
85164;MAKE B BAT CREM CLR U/BALLET LC WIN 3,6g;rua 6;Rack 1;6;AC
84895;MAKE B PRIMER FAC DROPS OF BEAUTY 30ml;RUA 03;Rack 3;9;A
84895;MAKE B PRIMER FAC DROPS OF BEAUTY 30ml;rua 6;Rack 1;6;AD
86954;SOPHIE PLT MULTIF HYDR/LIN SPID/GWEN 17g;SALA G;Rack 3;6;J
88687;EUD CREM DES HID CPO NOIR 250g;RUA 02;Rack 4;4;G
86750;EUD CREM DES HID CPO GOLDEN V2 250g;RUA 04;Rack 2;1;J
87078;CBEM MASC CAP FEIRA BANANA 250ml;RUA 05;Rack 1;2;I
88395;CBEM DES COL BDY SPLSH ROS/ALG V4 200ml;rua 6;Rack 1;6;AE
88201;REF LILY CR ACET DES HID CPO V3 250g;RUA 01;Rack 2;1;A
88077;NSPA LOC DES HID CPO AMEIXA V7 400ml;RUA 01;Rack 2;2;B
85067;EGEO DES COL COGU MELLOW 90ml;RUA 01;Rack 7;4;B
85069;EGEO DES COL COGU MELLOW PRM 10ml;rua 6;Rack 1;6;AF
87364;NSPA NECESS PREMIUM PES;SALA G;Rack 3;1;A
87363;SOPHIE NEXT NECESS SP/MAN SP/GWEN CR VEL;RUA 05;Rack 4;4;F
87363;SOPHIE NEXT NECESS SP/MAN SP/GWEN CR VEL;SALA G;Rack 3;3;J
87352;MAKE B PINCEL DUPLO MULTIF SILVER PRO;SALA G;Rack 1;4;D
80837;EUD NECESS COLLECTION 2 DOURADO PU;SALA G;Rack 3;2;A
80877;EUD NECESS COLLECTION 3 DOURADO PU;RUA 05;Rack 4;3;H
80877;EUD NECESS COLLECTION 3 DOURADO PU;SALA G;Rack 3;6;H
81132;EUD KIT PINCEIS DOURADOS;SALA G;Rack 3;5;H
88310;CBEM LOC DES HID CPO MORAN/LEIT V8 400ml;RUA 04;Rack 10;3;B
58724;OUI LOC DES HID CPO L/CHARM 250 200ml;RUA 04;Rack 6;3;F
86277;MATCH MASC CAP MATIZ LOIR/REPAR V2 250g;RUA 04;Rack 11;4;G
86295;MATCH MASC CAP SCIENCE RECONS V3 250G;RUA 04;Rack 6;1;J
87327;CBEM SAB BARR CPO AMORUDA 2x80g;RUA 05;Rack 4;4;E
88073;NSPA CR HID MAOS AMEIXA V6 75g;rua 6;Rack 1;6;AH
88079;NSPA LOC DES HID CPO AMEIXA V6 200ml;RUA 04;Rack 1;3;H
55366;ARBO DES COL ATLANTICA 100ml;RUA 01;Rack 6;4;E
88022;BOTICA 214 EDP FOUG/AR V/FIRENZ V2 90ml;RUA 04;Rack 12;3;F
85920;CBEM DES COL BDY SPLSH AMORUDA 200ml;RUA 04;Rack 9;1;G
85921;DEM CBEM DES COL BDY SPLSH AMORUDA 4ml;RUA 03;Rack 7;8;C
55374;ARBO DES COL ATLANTICA PRM 10ML;rua 6;Rack 1;6;AJ
87434;EUD MAKE DELIN LIQ FOREVER PRETO 3ml;RUA 03;Rack 5;11;E
87435;EUD MAK BAT LIQ MAT TIN FOR VERM/RAD 4ml;RUA 03;Rack 6;10;D
87444;EUD MAK BAT LIQ MAT TIN FOR BORD/INT 4ml;RUA 03;Rack 3;3;T
87436;EUD MAK BAT LIQ MAT TIN FOR ROS/VINT 4ml;RUA 03;Rack 5;7;D
87437;EUD MAK BAT LIQ MAT TIN FOR NUD/ICON 4ml;RUA 03;Rack 5;7;H
87446;EUD MAK BAT LIQ MAT TIN FOR VIN/SBLM 4ml;rua 6;Rack 1;6;AK
88164;EUD MAK BAT LIQ MAT TIN FOR MALV/ABS 4ml;RUA 03;Rack 5;4;G
88165;EUD MAK BAT LIQ MAT TIN FOR MARR/POD 4ml;RUA 03;Rack 6;1;E
86095;DEM CBEM D/C BDY SPLSH FEIR CACH/UVA 4ml;RUA 03;Rack 7;4;D
86160;QDB BAL HID LAB AMORUDA 6,2g;RUA 03;Rack 3;2;O
56198;DR BOTICA ROUPAO INFANTIL PES;SALA G;Rack 3;8;D
86611;EUD MAKE GLOS LAB K/M PESS/FLASH 5,2ml;RUA 03;Rack 6;1;I
85006;EUD MAKE GLOS LAB K/M INCOLOR 5,2ml;RUA 03;Rack 6;6;E
86605;EUD MAKE BAT LIQ TINT K/M UVA/REL 5,5ml;rua 6;Rack 2;6;N
84908;EUD MAKE BAT LIQ TINT K/M ROSAD/EN 5,5ml;RUA 03;Rack 3;4;D
86094;CBEM SPR PERF P/CAB FEIR CACH/UVA 100ml;rua 6;Rack 1;6;AM
84907;EUD MAKE BAT LIQ TINT K/M VERM/HAP 5,5ml;RUA 03;Rack 6;2;H
87886;QDB JELLY TINT BLUSH PINK FRESH 5g;RUA 03;Rack 3;9;L
87887;QDB JELLY TINT BLUSH BORDO FRESH 5g;RUA 03;Rack 4;3;L
87079;CBEM SHAMP FEIR PAST/ABAC 230ml;RUA 05;Rack 3;3;G
58201;OUI EDP JD/GR/SAUG/BLANCH 100ml;RUA 05;Rack 1;4;I
85925;QDB PLT MULTIF DOSE DE COR 12g;RUA 03;Rack 11;1;A
84926;EUD MAKE LAP RETR P/OLH TURBO PRETO 0,3g;RUA 03;Rack 3;9;P
86555;EUD MAKE GLOS LAB K/M ROS/HOLOFOTE 5,2ml;RUA 03;Rack 5;9;F
84922;EUD MAKE LAP SOBRANC TURBO MEDIO 1,1g;rua 6;Rack 1;6;AN
84921;EUD MAKE LAP SOBRANC TURBO CLARO 1,1g;RUA 03;Rack 3;1;J
84882;EUD MAKE BAT LIQ DUO CLIN VERM/MAGN 3,5g;RUA 03;Rack 3;9;R
84881;EUD MAKE BAT LIQ DUO CLIN ROSAD/ESS 3,5g;RUA 03;Rack 5;6;I
84880;EUD MAKE BAT LIQ DUO CLIN MASCV/IRR 3,5g;RUA 03;Rack 3;8;K
87073;CBEM SHAMP FEIR OL/COCO 230ml;RUA 04;Rack 3;2;E
87064;CBEM SHAMP FEIRA CACH/UVA 270ml;RUA 05;Rack 3;2;C
87066;CBEM COND FEIR CACH/UVA 250ml;rua 6;Rack 1;7;A
87067;CBEM MASC CAP FEIR CACH/UVA 250ml;RUA 04;Rack 12;4;A
87067;CBEM MASC CAP FEIR CACH/UVA 250ml;RUA 04;Rack 12;4;B
87068;CBEM CREM PENT FEIR CACH/UVA 300ml;RUA 04;Rack 2;2;B
89315;NIINA SCRT BLUSH STICK DAILY AMORA 5g;RUA 03;Rack 4;4;I
88365;NSPA SAB BARRA AMEIXA V5 3x90g;RUA 05;Rack 2;3;F
88361;NSPA SAB BARRA AMEIXA V3 2x90g;rua 6;Rack 1;7;B
88082;NSPA LOC DES HID CPO AMEIX/NEG V4 400ml;RUA 01;Rack 2;2;C
88468;NSPA SAB BARRA AMEIXA V7 90g;RUA 05;Rack 1;1;H
88720;QDB LOC HID FAC SKINQ H/POTTER 110ml;RUA 05;Rack 5;1;P
84688;MALBEC LOC DES HID CPO PURE GOLD 200ml;RUA 04;Rack 10;4;G
87898;BOTICOLL CONNEXION DES COL V3 100ml;RUA 04;Rack 13;1;A
59682;NEO DERMO SERUM LIFT IMED ACTIV/PRO 30ml;rua 6;Rack 1;7;D
59683;NEO DERMO CR CONTOR FAC ACTIV/PRO 50g;RUA 05;Rack 1;2;A
59681;NEO DERMO CR OLH RUG/LINH ACTIV/PRO 15g;RUA 04;Rack 12;1;G
85400;NIINA SCRT BAT LIQ SK/MAT ROSA LOTUS 5ml;RUA 03;Rack 5;10;C
85402;NIINA SCRT BAT LIQ SK/MAT MARR/LIRIO 5ml;RUA 03;Rack 5;7;G
85404;NIINA SCRT BAT LIQ SK/MAT MALV/CAMEL 5ml;RUA 03;Rack 3;4;K
58644;ZAAD EDP INTENSE 95ml;RUA 04;Rack 3;4;H
88590;QDB BAT MAT ALT/PIG MALVEN RPCK V2 3,8g;RUA 03;Rack 3;2;T
88591;QDB BAT MAT ALT/PIG VERM RPCK V2 3,8g;RUA 03;Rack 4;6;X
88592;QDB BAT MAT ALT/PIG VINHOM RPCK V2 3,8g;RUA 03;Rack 3;3;I
88597;QDB BATOM MATE ALT/PIG CAST RPCK V2 3,8g;RUA 03;Rack 4;7;A
87000;LIZ DES COL AURA PRM 10ml;sala A;Rack 1;2;S
86990;LIZ DES COL AURA 100ml;RUA 01;Rack 10;1;G
59696;NIINA SKIN MOUSSE LIMP FAC PINK 150ml;RUA 05;Rack 4;2;I
84682;MALBEC SAB BARRA CUIDADOS 2x80g;RUA 04;Rack 6;2;A
87452;MALBEC SAB BARRA CUIDADOS 4x80g;RUA 05;Rack 4;3;E
88600;QDB BAT HID MALVALEXO RPCK V2 3,8g;rua 6;Rack 1;7;F
88602;QDB BAT HID COBRETE RPCK V2 3,8g;RUA 03;Rack 5;5;F
88606;QDB BAT HID VERMELHADO RPCK V2 3,8g;RUA 03;Rack 3;6;D
88610;QDB BAT HID ROSAX RPCK V2 3,8g;RUA 03;Rack 3;1;R
88614;QDB BAT HID NUDISSIMO RPCK V2 3,8g;RUA 03;Rack 3;8;AA
88618;QDB BAT HID NUDETE RPCK V2 3,8g;RUA 03;Rack 10;5;F
88635;QDB BAT HID MALVADA RPCK V2 3,8g;RUA 03;Rack 3;3;L
88620;QDB BAT HID DOURALEXO RPCK V2 3,8g;rua 6;Rack 1;7;H
59875;BOTIK AGUA MICLR FAC CIC/PANT/CER 200ml;RUA 05;Rack 5;4;E
85796;ELYSEE CREM DES HID CPO ACET V2 250g;RUA 01;Rack 3;2;C
85797;REF ELYSEE CR DES HID ACET CPO V2 200g;RUA 02;Rack 2;3;E
59873;BOTIK GEL LIMP FAC CIC/PANT/CER 200g;RUA 05;Rack 4;2;A
84808;BOTIK REPAR LAB CIC/PANT/CER 7,5ml;rua 6;Rack 1;7;I
84928;EUD MAKE LAPIS RETR OLH TRB MARROM 0,3g;RUA 03;Rack 3;4;C
87380;LYRA DES COL HAP 75ml;RUA 04;Rack 12;1;I
86206;ESTJ HER CODE REG/25;SALA G;Rack 4;3;C
87081;CBEM MASC CAP FEI PAS DE ABAC V3 250ml;RUA 04;Rack 8;2;J
86028;EGEO BOLSA PES;SALA G;Rack 3;5;G
86431;ESTJ ZAAD REG/25;SALA G;Rack 4;3;E
86432;ESTJ EGEO DOLCE REG/25;SALA G;Rack 4;3;G
58716;OUI EDP LE CHARMEUR 250 75ml;RUA 05;Rack 1;2;G
87453;LYRA DES COL V2 75ml;RUA 04;Rack 1;3;G
85947;HER CODE LOC DES HID CPO CLIMAX 200ml;RUA 04;Rack 1;3;D
85995;SIAGE OL CAP RECONSTROI/FIOS 60ml;RUA 04;Rack 2;1;E
86902;EUD EDP NOIR 75ml;RUA 04;Rack 5;4;B
86465;ESTJ CBEM DELEITE REG/25;SALA G;Rack 4;3;H
87520;QDB LAP OLHOS MARRONZIX 1,2g;RUA 03;Rack 4;5;O
85924;QDB BALM LAB HID MELANCIA 6,2g;RUA 03;Rack 3;2;K
85923;QDB BALM LAB HID FRAMBOESA 6,2g;RUA 03;Rack 3;3;AA
85922;QDB BALM LAB HID BANANA 6,2g;RUA 03;Rack 5;5;D
86983;HER CODE EDP CLIMAX 50ml;RUA 01;Rack 5;3;B
71286;MAGNIFIC DES COL VIOLET DAHLIA 75ml;RUA 04;Rack 13;1;C
87018;REF MATCH SHAMP NUTR/REGEN 250ml;RUA 04;Rack 3;3;E
87019;REF MATCH COND NUTR/REGEN 250ml;RUA 03;Rack 2;1;D
87020;REF MATCH MASC CAP NUTR/REGEN 250ml;RUA 03;Rack 1;3;B
88888;QDB LOC DES HID CPO ILUM AULA/FEIT 180ml;RUA 04;Rack 10;4;I
88888;QDB LOC DES HID CPO ILUM AULA/FEIT 180ml;RUA 05;Rack 2;4;B
89991;QDB LIMPA PINCEIS SANEANTE/TAPETINHO 40g;SALA G;Rack 1;6;H
86505;REF CASA 214 AROMAT VAR VAN/SUBLIM 250ml;RUA 05;Rack 1;4;D
86505;REF CASA 214 AROMAT VAR VAN/SUBLIM 250ml;RUA 05;Rack 2;2;E
86863;SIAGE MASC CAP HAIR PLASTIA PRM 50ML;sala A;Rack 1;2;T
56462;N/DERMO PROT SOL FAC FPS70 DEF COR 1 40g;RUA 04;Rack 5;2;A
56463;N/DERMO PROT SOL FAC FPS70 DEF COR 2 40g;RUA 02;Rack 5;2;F
56464;N/DERMO PROT SOL FAC FPS70 DEF COR 3 40g;rua 6;Rack 1;7;L
56465;N/DERMO PROT SOL FAC FPS70 DEF COR 4 40g;RUA 02;Rack 2;4;D
87404;EUD MAKE MASC SOBRANC FOREVER INCOLOR 4g;RUA 03;Rack 5;7;B
87307;NIINA SCRT NECESS PUFFER PINK PU;rua 6;Rack 1;7;M
86538;EUD MAKE MASC/CILIO TURBO VOLUMACO 10g;RUA 03;Rack 6;9;C
84946;EUD MAKE MASC/CILIO TURBO 10g;RUA 03;Rack 5;2;F
86893;KIT SIAGE HAIR PLASTIA MINI;SALA G;Rack 4;4;G
87030;REF BOTIK SRUM FAC ALT/POT AC/HIAL 30ml;rua 6;Rack 1;7;O
85007;EUD MAKE BASE LIQUIDA SKIN PERFECTION 140Q;RUA 03;Rack 4;8;A
85008;EUD MAKE BASE LIQUIDA SKIN PERFECTION 100F;RUA 03;Rack 4;9;D
85011;EUD MAKE BASE LIQUIDA SKIN PERFECTION 120N;RUA 03;Rack 4;8;AA
85012;EUD MAKE BASE LIQUIDA SKIN PERFECTION 170Q;RUA 03;Rack 4;5;A
85013;EUD MAKE BASE LIQUIDA SKIN PERFECTION 185Q;RUA 03;Rack 5;4;F
85014;EUD MAKE BASE LIQ MATE SK/PERF 200Q 30ml;RUA 03;Rack 4;9;L
85016;EUD MAKE BASE LIQUIDA SKIN PERFECTION 215N;RUA 03;Rack 4;10;A
85017;EUD MAKE BASE LIQUIDA SKIN PERFECTION 225N;RUA 03;Rack 5;9;C
85018;EUD MAKE BASE LIQUIDA SKIN PERFECTION 235N;RUA 03;Rack 4;9;G
85021;EUD MAKE BASE LIQUIDA SKIN PERFECTION 250Q;RUA 03;Rack 4;10;G
85022;EUD MAKE BASE LIQUIDA SKIN PERFECTION 260N;RUA 03;Rack 4;4;A
85023;EUD MAKE BASE LIQUIDA SKIN PERFECTION 270Q;RUA 03;Rack 4;10;J
85024;EUD MAKE BASE LIQUIDA SKIN PERFECTION 275N;RUA 03;Rack 4;11;A
85026;EUD MAKE BASE LIQUIDA SKIN PERFECTION 288Q;RUA 03;Rack 4;4;S
85027;EUD MAKE BASE LIQUIDA SKIN PERFECTION 300Q;RUA 03;Rack 4;6;D
85029;EUD MAKE BASE LIQUIDA SKIN PERFECTION 320Q;RUA 03;Rack 3;5;I
85030;EUD MAKE BASE LIQUIDA SKIN PERFECTION 325F;RUA 03;Rack 3;6;A
85032;EUD MAKE BASE LIQUIDA SKIN PERFECTION 345N;RUA 03;Rack 4;12;A
88910;BOT SUN PR FAC C/C FPS70 ACQ/F C4.5 40ml;RUA 04;Rack 6;3;C
88738;QDB BALM LAB HOGW LESMAS/GEL/VERM 3,2g;RUA 03;Rack 6;7;E
88739;QDB BALM LAB HOGW PENAS/ACUCAR/ROSA 3,2g;rua 6;Rack 1;7;Q
87759;INSTANCE D/COL SPR PERF OBS/BAU V3 200ml;RUA 04;Rack 3;1;D
87767;INSTANCE D/COL SPR PERF FR/VERM V3 200ml;RUA 04;Rack 2;3;B
87765;INSTANCE D/COL SPR PERF KARITE V3 200ml;RUA 04;Rack 6;2;H
58981;MAKE B BASE LIQ RETIN 3 H INVISIVEL 26g;RUA 03;Rack 4;12;R
58982;MAKE B BASE LIQ RETIN 3 H 120N 26g;RUA 03;Rack 4;3;S
88662;MAKE B BASE LIQ RETIN 3 H 130Q 26g;RUA 03;Rack 3;6;H
88663;MAKE B BASE LIQ RETIN 3 H 140Q 26g;RUA 03;Rack 3;6;J
58983;MAKE B BASE LIQ RETIN 3 H 170Q 26g;RUA 03;Rack 4;10;AA
88664;MAKE B BASE LIQ RETIN 3 H 185F 26g;RUA 03;Rack 3;1;Y
58986;MAKE B BASE LIQ RETIN 3 H 205N 26g;RUA 03;Rack 4;12;X
88665;MAKE B BASE LIQ RETIN 3 H 210Q 26g;RUA 03;Rack 4;4;Y
58990;MAKE B BASE LIQ RETIN 3 H 215Q 26g;RUA 03;Rack 4;11;L
88666;MAKE B BASE LIQ RETIN 3 H 220Q 26g;RUA 03;Rack 4;9;N
58991;MAKE B BASE LIQ RETIN 3 H 225N 26g;RUA 03;Rack 4;10;P
58992;MAKE B BASE LIQ RETIN 3 H 250Q 26g;RUA 03;Rack 4;6;H
58993;MAKE B BASE LIQ RETIN 3 H 260N 26g;RUA 03;Rack 3;5;X
58994;MAKE B BASE LIQ RETIN 3 H 270Q 26g;RUA 03;Rack 4;8;J
88669;MAKE B BASE LIQ RETIN 3 H 275N 26g;RUA 03;Rack 3;6;S
58996;MAKE B BASE LIQ RETIN 3 H 285N 26g;RUA 03;Rack 4;4;X
58997;MAKE B BASE LIQ RETIN 3 H 290N 26g;RUA 03;Rack 4;6;E
58998;MAKE B BASE LIQ RETIN 3 H 300Q 26g;RUA 03;Rack 4;8;Q
59000;MAKE B BASE LIQ RETIN 3 H 330Q 26g;RUA 03;Rack 3;6;V
59002;MAKE B BASE LIQ RETIN 3 H 340Q 26g;RUA 03;Rack 4;8;X
59003;MAKE B BASE LIQ RETIN 3 H 345N 26g;RUA 03;Rack 3;4;T
86950;NEXT GEL FIX P/CAB SPIDER MAN 150g;RUA 04;Rack 1;1;J
86952;SOPHIE JELLY CREAM CPO SPID/GWEN 150g;RUA 04;Rack 9;4;G
